school_id,project_name,school_name,amount,masterlist_status,region,division,legislative_district,ownership_type_preloaded,ownership_type_confirmed,accessibility_rating,buildable_space_dimensions,has_buildable_space
301029,"Construction of 4 Storey - 16 Classrooms, San Guillermo National High School, San Marcelino, Zambales",San Guillermo National High School,30000000,Found in masterlist,Region III,Zambales,Zambales 1st,NULL,OCT-SP,4- Highly Accessible,46 x 10,YES
106955,"Construction of 4 Storey - 16 Classrooms, San Marcelino Elementary School",San Marcelino Elementary School,30000000,Found in masterlist,Region III,Zambales,Zambales 1st,NULL,OCT-SP,4- Highly Accessible,55 X 10,YES
301029,"Construction of Classroom Building, San Guillermo National High School, San Marcelino, Zambales",San Guillermo National High School,30000000,Found in masterlist,Region III,Zambales,Zambales 1st,NULL,OCT-SP,4- Highly Accessible,46 x 10,YES
107877,COMPLETION OF SCHOOL BUILDING AT ANIBAN ELEMENTARY SCHOOL,Aniban Central School,30000000,Found in masterlist,Region IV-A,Bacoor City,Cavite 2nd,NULL,Tax Declaration (TD),3- Accessible,30x15,YES
114747,"Construction of School Building at Briones Elementary School, Brgy. Briones, Kalibo, Aklan",Briones ES,30000000,Found in masterlist,Region VI,Aklan,Aklan 1st,SP,Special Patent (SP),4- Highly Accessible,30 x 13,YES
500545,"Construction of School Building at Bakhaw Norte Integrated School, Brgy. Bakhaw Norte, Kalibo, Aklan",Bakhaw Norte Integrated School,30000000,Found in masterlist,Region VI,Aklan,Aklan 1st,NULL,Tax Declaration (TD),3- Accessible,40 X 13,YES
126204,"Construction of Four Storey, Twenty Classroom School Building in Putik Central School, Brgy. Putik, Zamboanga City, Zamboanga Del Sur",Putik CS,30000000,Found in masterlist,Region IX,Zamboanga City,Zamboanga City 2nd,NULL,Deed of Donation (DOD),4- Highly Accessible,45x12,YES
127846,"Construction of a 2-Storey, 10 Classrooms in Opol Central School, Opol, Misamis Oriental",Opol CS,30000000,Found in masterlist,Region X,Misamis Oriental,Misamis Oriental 2nd,NULL,DEPED,4- Highly Accessible,54 x 11,YES
127839,"Construction of a 2-Storey, 10-Classroom Building in Igpit Elementary School, Igpit, Opol, Misamis Oriental",Igpit ES,30000000,Found in masterlist,Region X,Misamis Oriental,Misamis Oriental 2nd,DOS/ TD,PRIVATE AND DEPED,4- Highly Accessible,54 x 11,YES
128977,"Construction of additional classroom for Malita Central Elementary School, Brgy Poblacion, Malita, Davao Occidental",Malita Central  Elementary School,30000000,Found in masterlist,Region XI,Davao Occidental,Davao Occidental Lone,DOD,Original Certificate of Title (OCT),3- Accessible,70 x 15,YES
304488,"Construction of 2-UNITS 1STY5CL with Solar Panels and Embankment at Nueva Vida National High School in Barangay Nueva Vida, M'lang, Cotabato",NUEVA VIDA NATIONAL HIGH SCHOOL,30000000,Found in masterlist,Region XII,North Cotabato,North Cotabato 3rd,DOD,Deed of Donation (DOD),4- Highly Accessible,80 x 9,YES
131309,"Construction of Dadiangas North Elementary School, Brgy. Dadiangas, General Santos City, South Cotabato",Dadiangas North Elementary School,30000000,Found in masterlist,Region XII,General Santos City,General Santos City Lone,TCT / OCT,Deed of Donation (DOD),4- Highly Accessible,65m x 22m,YES
136964,"Construction of Udagri Elementary School, General Santos City",Udagri Elementary School,30000000,Found in masterlist,Region XII,General Santos City,General Santos City Lone,NULL,Original Certificate of Title (OCT),4- Highly Accessible,55m x 26m,YES
304774,"Construction of Dapa National High School with School Id Number 304774               (1 Unit-3 Storey - 15 Classrrooms),Brgy. 6, Dapa, Surigao del Norte",Dapa National High School,30000000,Found in masterlist,CARAGA,Siargao,Surigao Del Norte 1st,NULL,Original Certificate of Title (OCT),4- Highly Accessible,40 X 12,YES
219524,"CONSTRUCTION OF 2-STOREY, 6-CLASSROOM SCHOOL BUILDING AT LEBENG PS (SCHOOL ID: 219524)",Lebeng PS,26000000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration/ Deed of Donation,3- Accessible,37 X 15,YES
318910,"CONSTRUCTION OF 3-STOREY, 6-CLASSROOM SCHOOL BUILDING AT BINENG NATIONAL HIGH SCHOOL, LA TRINIDAD, BENGUET (SCHOOL ID: 318910)",Bineng National High School,29000000,Found in masterlist,CAR,Benguet,Benguet Lone,Tax Declaration (TD),Tax Declaration/ Deed of Donation,4- Highly Accessible,39 X 15,YES
103347,"Construction of 3 Storey 9 Classroom School Building, Mabini Elementary School, Brgy. Mabini, Santiago City, Isabela",Mabini Elementary School,28550000,Found in masterlist,Region II,Isabela,Isabela 2nd,NULL,Special Patent (SP),4- Highly Accessible,50 x 13,YES
302340,"Construction of eight (8) Classrooms in Union National High School, Barangay Union, Nabas, Aklan",Union National High School,28000000,Found in masterlist,Region VI,Aklan,Aklan 2nd,SP,Tax Declaration (TD),4- Highly Accessible,50 x 15,YES
303114,"Construction of 4-Storey, 8-Classroom School Building at Tayud National High School, Barangay Tayud, Municipality of Consolacion, Cebu",Tayud National High School,28000000,Found in masterlist,Region VII,Cebu,Cebu 6th,NULL,USUFRUCT,4- Highly Accessible,NULL,YES
305691,"Construction of 4-Storey 8-Classroom School Building Project in Buyong High School, Brgy. Maribago",Buyong High School,28000000,Found in masterlist,Region VII,Lapu-Lapu City,Lapu-Lapu City Lone,NULL,Tax Declaration (TD),4- Highly Accessible,28 x 14,YES
119967,"Construction of 4-Storey 8-Classroom School Building Project in Mactan Elementary School, Brgy. Mactan",Mactan Elementary School,28000000,Found in masterlist,Region VII,Lapu-Lapu City,Lapu-Lapu City Lone,NULL,Tax Declaration (TD),4- Highly Accessible,58 x 14,YES
119967,"Construction of 8-Classroom School Building Project in Mactan Elementary School, Brgy. Mactan",Mactan Elementary School,28000000,Found in masterlist,Region VII,Lapu-Lapu City,Lapu-Lapu City Lone,NULL,Tax Declaration (TD),4- Highly Accessible,58 x 14,YES
103678,"Construction of  4-STY 16-CL School Building, Guijo Elementary School, Brgy. Francisco Homes - Guijo, City of San Jose del Monte, Bulacan [Phase II]",Guijo Elementary School,27000000,Found in masterlist,Region III,City of San Jose Del Monte,CITY OF SAN JOSE DEL MONTE LONE,NULL,Deed of Donation (DOD),3- Accessible,NULL,YES
105326,"Construction of Six Classroom School Building, Mangino Elementary School, Gapan City, Nueva Ecija",Mangino ES,27000000,Found in masterlist,Region III,Gapan City,Nueva Ecija 4th,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,46mx12m,YES
181005,"Construction of School Building, Handumanan Elementary School- I, Brgy. Handumanan, Bacolod City",Handumanan Elementary School II,27000000,Found in masterlist,NIR,Bacolod City,Bacolod City Lone,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,55 x 17.5,YES
303821,"Construction of 2 Storey - 8 Classrooms Building in Tigbao National High School, Brgy. Tigbao, Tigbao, Zamboanga del Sur",Tigbao NHS,26000000,Found in masterlist,Region IX,Zamboanga del Sur,Zamboanga Del Sur 2nd,NULL,Deed of Donation (DOD),3- Accessible,27 x 9.5,YES
300945,"Construction of 3 Storey – 6 Classroom at Amucao National High School at Brgy. Amucao, Tarlac City",Amucao NHS,25700000,Found in masterlist,Region III,Tarlac City,Tarlac 2nd,NULL,Transfer Certificate of Title (TCT),4- Highly Accessible,27 x 13,YES
128515,"Construction of 1 Unit 2STY-8CL at Camanlangan ES, New Bataan, Davao de Oro ",Camanlangan ES,25680000,Found in masterlist,Region XI,Davao De Oro,Davao de Oro 1st,OCT,Original Certificate of Title (OCT),4- Highly Accessible,53X12,YES
501761,"Construction of 2-Storey, 6-Classroom School Building at Sagpat Integrated School, Sagpat, Kibungan, Benguet",Sagpat Integrated School,25500000,Found in masterlist,CAR,Benguet,Benguet Lone,Presidential  Proclamation (PP),Presidential  Proclamation (PP),3- Accessible,33 X 15,YES
319302,"New Construction of School Building, Dominican-Mirador National High School, Baguio City, Benguet-School ID 319302-1-4STY8CL",Dominican-Mirador National High School,25000000,Found in masterlist,CAR,Baguio City,Baguio City Lone,NULL,Special Patent (SP),3- Accessible,23x10,YES
136402,Gibraltar Elementary School  4STY8CL ,Gibraltar Elementary School,25000000,Found in masterlist,CAR,Baguio City,Baguio City Lone,TD,Presidential  Proclamation (PP),3- Accessible,23x10,YES
104519,Construction of 2 Storey- 8 Classroom in Diteki Elementary School,Diteki ES,25000000,Found in masterlist,Region III,Aurora,Aurora Lone,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,50 X 15,YES
306507,"Construction of 2 Storey, 8CL, Diarabasin National High School, Brgy. Diarabasin, Dipaculao, Aurora",Diarabasin NHS,25000000,Found in masterlist,Region III,Aurora,Aurora Lone,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,50 x 15,YES
104677,"Construction of 2 STY 4CL Camachile Elementary School, Doña Remedios Trinidad, Bulacan",Camachile ES,25000000,Found in masterlist,Region III,Bataan,Bataan 2nd,TCT / OCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
105549,"Standard Two-Storey School Building (6 Classroom) for Mangandingay Elementary School located in Brgy. Mangandingay, San Manuel, Tarlac",Mangandingay Elementary School,25000000,Found in masterlist,Region III,Science City of Muñoz,Nueva Ecija 2nd,Usufruct,Usufruct,3- Accessible,21 x 50,YES
105429,"Standard Two-Storey School Building (6 Classroom) for San Miguel Elementary School Building located in Brgy. San Miguel, San Manuel, Tarlac",San Miguel Elementary School,25000000,Found in masterlist,Region III,Nueva Ecija,Nueva Ecija 1st,DOD,Tax Declaration (TD),3- Accessible,22X9,YES
106653,"Standard Two-Storey School Building (6 Classroom) for Legaspi Elementary School located in Brgy. Legaspi, San Manuel, Tarlac",Legaspi ES,25000000,Found in masterlist,Region III,Tarlac,Tarlac 1st,NULL,Tax Declaration,4- Highly Accessible,26 x 15,YES
502873,"Construction of School Building (Phase 2) at Francisca Tirona Benitez Integrated School, Brgy. Malagasang 1-D, Imus, Cavite",Francisca Tirona Benitez Integrated School,25000000,Found in masterlist,Region IV-A,Imus City,Cavite 3rd,NULL,Tax Declaration (TD),4- Highly Accessible,"37 x 10
37 x 10",YES
500644,Construction of 2STY8CL in Langapod Integrated School,Langapod Integrated School,25000000,Found in masterlist,Region IX,Zamboanga del Sur,Zamboanga Del Sur 1st,NULL,Deed of Donation (DOD),4- Highly Accessible,45 x 9.5,YES
127166,"Construction of 2 Storey Building, Pantar Central Elementary School, Municipality of Pantar, Lanao del Norte",Pantar Central Elementary School,25000000,Found in masterlist,Region X,Lanao del Norte,Lanao Del Norte 1st,SP,TITLED,4- Highly Accessible,36m x 12m,YES
115892,"Construction of 1 Storey 7 Classroom School Building, Calaya Elementary School",Calaya Elementary School,24500000,Found in masterlist,Region VI,Guimaras,Guimaras Lone,SP,Special Patent (SP),4- Highly Accessible,80x15,YES
303665,4STY8CL Cirilo Roy Montejo National High School TACLOBAN CITY (Capital) Leyte 1st ,Cirilo Roy Montejo National High School,24100000,Found in masterlist,Region VIII,Tacloban City,Leyte 1st,PP,Presidential  Proclamation (PP),3- Accessible,28 x 13.2,YES
300061,"Construction of  6 Classroom Building, Nagsuputan National High School, San Juan, Ilocos Sur",Nagsuputan National High School,24000000,Found in masterlist,Region I,Ilocos Sur,Ilocos Sur 1st,NULL,Special Patent (SP),4- Highly Accessible,55 X 22,YES
500016,"Construction of 2-Storey 6-Classroom, Dingading Integrated School, San Guillermo, Isabela",Dingading Integrated School,24000000,Found in masterlist,Region II,Isabela,Isabela 6th,TCT,Transfer Certificate of Title (TCT),3- Accessible,NULL,YES
104561,"Construction of Two (2) Storey Six(6) Classrooms School Building, M. Delos Reyes Memorial Elementary School, Barangay Pto. Rivas Itaas, City of Balanga, Bataan",M. Delos Reyes Memorial Elementary School,24000000,Found in masterlist,Region III,Balanga City,Bataan 2nd,TCT,Transfer Certificate of Title (TCT),4- Highly Accessible,36 x 15,YES
300971,Construction of Two (2) Storey Eight (8) Classroom School Building at Tibag High School (School ID 300971),Tibag HS,24000000,Found in masterlist,Region III,Tarlac City,Tarlac 2nd,SP,Transfer Certificate of Title (TCT),4- Highly Accessible,27 x 13,YES
106905,"Construction of a Two-Storey Building (6- Classroom ) at Bulawen Elementary School, Brgy. Bulawen, Palauig, Zambales",Bulawen Elementary School,24000000,Found in masterlist,Region III,Zambales,Zambales 2nd,SP,OCT-SP,4- Highly Accessible,48X10,YES
303996,"Construction of  Two Storey, 6 Classroom School Building, Tupsan National High School, Barangay Tupsan, Municipality of Mambajao, Camiguin",Tupsan NHS,24000000,Found in masterlist,Region X,Camiguin,Camiguin Lone,NULL,Tax Declaration (TD),4- Highly Accessible,72x9.5,YES
304605,"Construction of 2-Storey, 6 Classrooms - Lebak Legislated National High School, Brgy. Poblacion III, Lebak, Sultan Kudarat",Lebak Legislated National High School,24000000,Found in masterlist,Region XII,Sultan Kudarat,Sultan Kudarat 2nd,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,50 x 12,YES
128785,"Construction of 3 STY 6 CL at F. dela Cruz - P. Sagun Elementary School, Mankilam, Tagum City",F. Dela Cruz-P. Sagun Elementary School,23900000,Found in masterlist,Region XI,Tagum City,Davao Del Norte 1st,TCT / OCT,Transfer Certificate of Title (TCT),4- Highly Accessible,63m x 9.5m,YES
107158,"Construction (Completion) of  4-STY 8-CL School Building, Muzon Pabahay Elementary School, Brgy. Muzon South, City of San Jose del Monte, Bulacan ",Muzon (Pabahay 2000) Elementary School,23000000,Found in masterlist,Region III,City of San Jose Del Monte,CITY OF SAN JOSE DEL MONTE LONE,NULL,Deed of Donation (DOD),3- Accessible,NULL,YES
304672,"Construction of 2STY 6CL School Building, Marbel 7 National High School, Brgy. Topland, Koronadal City, South Cotabato",Marbel 7 National High School,23000000,Found in masterlist,Region XII,Koronadal City,South Cotabato 2nd,SP,Presidential  Proclamation (PP),4- Highly Accessible,32 x 18,YES
501775,"Construction of 1 Unit 2STY-6CL at Tigbao IS, Maragusan, Davao de Oro",Tigbao Integrated School,22560000,Found in masterlist,Region XI,Davao De Oro,Davao de Oro 1st,DOD,Deed of Donation (DOD),4- Highly Accessible,35X12,YES
501482,"Construction of 2STY6CL, Lipata Integrated School, Barotac Viejo, Iloilo",Lipata Integrated School,22500000,Found in masterlist,Region VI,Iloilo,Iloilo 5th,NULL,Transfer Certificate of Title (TCT),3- Accessible,15 x 23,YES
106405,"Const. of New 2-Storey 6 Classroom in Lourdes Elementary School, Brgy. Sta. Rosa, Concepcion, Tarlac",Lourdes Elementary School,22000000,Found in masterlist,Region III,Tarlac,Tarlac 3rd,NULL,Tax Declaration,4- Highly Accessible,24x8,YES
106435,"Const. of New 2-Storey 6-Classroom in Minane Elementary School, Brgy. Minane, Concepcion Tarlac",Minane ES,22000000,Found in masterlist,Region III,Tarlac,Tarlac 3rd,NULL,LGU Owned,4- Highly Accessible,33 x 6,YES
302568,Construction of 2-storey 6-classroom in San Rafael National High School,San Rafael NHS (Miagao),22000000,Found in masterlist,Region VI,Iloilo,Iloilo 1st,NULL,Tax Declaration (TD),4- Highly Accessible,15 x 23,YES
302456,Construction of 2-storey 6-classroom in Barosong National High School,Barosong National High School,22000000,Found in masterlist,Region VI,Iloilo,Iloilo 1st,SP,Transfer Certificate of Title (TCT),3- Accessible,15 x 23,YES
306055,"Construction of 2-Storey 8-Classroom in Cauayan City Stand-Alone Senior High School, Cauayan City, Isabela",Cauayan City Stand-Alone Senior High School,21600000,Found in masterlist,Region II,Cauayan City,Isabela 6th,OCT,Original Certificate of Title (OCT),4- Highly Accessible,40x15,YES
501622,"Construction of 2-storey 4-classroom 2-Lab in San Luis Integrated School, Cauayan City, Isabela",San Luis Integrated School,21600000,Found in masterlist,Region II,Cauayan City,Isabela 6th,TD,Tax Declaration (TD),4- Highly Accessible,30x15,YES
158507,"Construction of  4 STY 8CL Duplas Elementary School, Doña Remedios Trinidad, Bulacan",Duplas ES,21300000,Found in masterlist,Region III,Bulacan,Bulacan 3rd,NULL,Deed of Donation (DOD),4- Highly Accessible,25 x 12,YES
105028,"Construction of  4 STY 8CL Anyatam Elementary School, San Ildefonso, Bulacan",Anyatam Elementary school,21300000,Found in masterlist,Region III,Bulacan,Bulacan 3rd,NULL,Tax Declaration (TD),4- Highly Accessible,25 x 12,YES
115896,"Construction of 1 Storey 6 Classroom School Building, Magamay Elementary School",Magamay Elementary School,21250000,Found in masterlist,Region VI,Guimaras,Guimaras Lone,SP,Special Patent (SP),4- Highly Accessible,40x20,YES
501194,"Construction of 2STY, 6CL, Balagnan IS, Balingasag",Balagnan IS,21120000,Found in masterlist,Region X,Misamis Oriental,Misamis Oriental 1st,SP,DepEd,3- Accessible,36 x 11,YES
502570,"Construction of six (6) Classrooms in Laguinbanua Integrated School, Barangay Laguinbanua, Numancia, Aklan",Laguinbanua Integrated School,21000000,Found in masterlist,Region VI,Aklan,Aklan Lone,NULL,Tax Declaration (TD),4- Highly Accessible,30 x 13,YES
305756,"Construction of 3STY6CL in Adela Pera Memorial High School, Pamplona, Negros Oriental",Adela Pera Memorial High School,21000000,Found in masterlist,NIR,Tanjay City,Negros Oriental 2nd,NULL,Deed of Donation (DOD),4- Highly Accessible,26x11,YES
123434,2STY6CL Old Mahayag Elementary School CITY OF CATBALOGAN (Capital) Western Samar 2Nd ,Old Mahayag Elementary School,21000000,Found in masterlist,Region VIII,Catbalogan City,Western Samar 2nd,DOD,DOD,4- Highly Accessible,20 x 30,YES
